boot,cv,feature,weight,std
boot0,cv3,gap_var_pos3,0.00036335278487365283,0.000908898956215479
boot0,cv3,saturation,0.0003625376821401462,0.0004705517241010073
boot0,cv3,gap_var,0.0003417844979554727,0.0004140545958750615
boot0,cv3,rcv,0.0003175637104033048,0.0003279626648817764
boot0,cv3,gap_var_pos2,0.00029135115236834653,0.00016805270039577
boot0,cv3,seq_len,0.0002886435085240094,0.00021656850927524363
boot0,cv3,gc_var,0.000287466816766478,0.0004308754166603047
boot0,cv3,gap_mean,0.000283846630367114,0.00020231003339001453
boot0,cv3,ter_len_var,0.0002602311037617684,0.0002528935035342384
boot0,cv3,pis,0.00021272020043436215,0.0002483704220742299
boot0,cv3,gap_mean_pos3,0.00020469264763756171,0.0001972572914722173
boot0,cv3,invariants,0.00020459734706194499,0.00025137582399977154
boot0,cv3,treeness_o_rcv,0.00015192672683339472,0.00034479625429173716
boot0,cv3,patterns,8.646164123539593e-05,0.0003639923993377894
boot0,cv3,pi_std,6.0642050144760204e-05,0.000139788816733367
boot0,cv3,ter_len_mean,3.6736696640241873e-05,0.0004928088249946307
boot0,cv3,gc_var_pos2,3.514090705948408e-05,0.00022405477421993104
boot0,cv3,LB_std,2.9667093302633007e-05,0.00034269225338325515
boot0,cv3,gc_mean,2.9321802650263406e-05,0.00016748484604697577
boot0,cv3,gc_var_pos3,2.0620781930792836e-05,0.0003079727426048851
boot0,cv3,nheaders,-4.127073668911407e-06,0.0005397100769517737
boot0,cv3,gc_mean_pos1,-3.0151539725227632e-05,0.000511298217906484
boot0,cv3,inter_len_var,-0.00014869025321919915,0.000213550549030807
boot0,cv3,seq_len_nogap,-0.00017007739855985665,0.0005497827537341078
boot0,cv3,vars,-0.00017398181181809997,0.00018205237554245668
boot0,cv3,gc_var_pos1,-0.0003823808814349773,0.0003355786320956654
boot0,cv3,nogap_prop,-0.00039784692745545427,0.0005360119749373509
boot0,cv3,gap_mean_pos1,-0.00048670080917308386,0.0006814611881039919
boot0,cv3,coeffVar_len,-0.0004959861050936981,0.0006568190505294988
boot0,cv3,gap_mean_pos2,-0.0006035037302358147,0.0004434006197824073
boot0,cv4,seq_len_nogap,0.0007860278058777378,0.0006971821548649431
boot0,cv4,supp_mean,0.000759167927270349,0.00045261760740128014
boot0,cv4,gap_mean,0.0007365647111916207,0.0003259218048063762
boot0,cv4,gap_mean_pos2,0.0005653196117088445,0.00028866209450200173
boot0,cv4,total_tree_len,0.0005130614572442727,0.0004926202222126186
boot0,cv4,pis,0.00045291173565743093,0.0007270314988323822
boot0,cv4,pi_mean,0.0004432880084329632,0.0002615816294749069
boot0,cv4,entropy,0.00042140429453850785,0.0003462668174020302
boot0,cv4,vars,0.0004212070657771568,0.0002442391054473587
boot0,cv4,LB_std,0.00038183629073978054,0.0005350883951451327
boot0,cv4,gap_mean_pos3,0.0003727611357457086,0.00024130959203750636
boot0,cv4,inter_len_mean,0.00032867002860607913,0.00017589168808968556
boot0,cv4,treeness_o_rcv,0.0002822176989260701,0.0002474007457706637
boot0,cv4,singletons,0.00028208105164627574,0.0002133930311080327
boot0,cv4,gap_var,0.00027277569665841065,0.00040592860206822986
boot0,cv4,nheaders,0.0002591867551095391,0.00022147587716427275
boot0,cv4,gap_var_pos2,0.000249969266004635,0.00025119585989532786
boot0,cv4,nogap_prop,0.00024824275447068707,0.00019837182466238802
boot0,cv4,seq_len,0.00022087745127296636,0.00018221952457203957
boot0,cv4,gc_var_pos3,0.000202838741362351,0.0005655623086928678
boot0,cv4,gap_var_pos3,0.00012020731941762966,0.00032674663565018493
boot0,cv4,gc_mean,0.00010419041971643602,0.00021580492888946016
boot0,cv4,inter_len_var,9.948352264325986e-05,0.0001473783342404227
boot0,cv4,patterns,5.5723624219517345e-05,0.0002397351369118191
boot0,cv4,ter_len_var,3.269874609628756e-05,2.3207969299423708e-05
boot0,cv4,pi_std,2.6684530877374434e-05,0.0002580818433437376
boot0,cv4,treeness,1.263941490916326e-05,0.0003024666735929502
boot0,cv4,gc_var,3.4732192486215676e-06,0.00024442900257667406
boot0,cv4,gc_var_pos1,-3.1004593046037032e-06,0.0002409028749449942
boot0,cv4,rcv,-4.189961642296486e-06,0.0001994947300516378
boot0,cv4,gc_var_pos2,-5.270488088554709e-06,0.0001967621656405557
boot0,cv4,gap_var_pos1,-1.2463321244929049e-05,0.00027790948316155353
boot0,cv4,invariants,-1.3646889409964502e-05,0.0003628641945577258
boot0,cv4,ter_len_mean,-7.068685003109934e-05,0.00016632579315261823
boot0,cv4,gc_mean_pos1,-9.193891414635544e-05,0.00021216657047472512
boot0,cv4,coeffVar_len,-0.00010917979687966678,0.00017419658326516582
boot0,cv4,saturation,-0.00011780075765664768,0.00032600587584350496
boot0,cv4,gap_mean_pos1,-0.0001743816914589176,0.00014712145595075475
boot0,cv4,gc_mean_pos3,-0.00019901340068372548,0.00012996683711329318
boot0,cv4,gc_mean_pos2,-0.00029506829248568845,0.0003009776154421731
boot10,cv1,LB_std,0.00040093110238859417,0.00020072935524557075
boot10,cv1,gc_mean_pos3,0.00038306749028277397,0.0003642618824604719
boot10,cv1,inter_len_var,0.0003183542008129597,0.00039775637540000945
boot10,cv1,vars,0.0002988441830237054,0.00024397713812224995
boot10,cv1,gap_mean_pos3,0.0002826752721799021,0.0003271020854182231
boot10,cv1,treeness_o_rcv,0.00028075336923232095,0.00038709594385488114
boot10,cv1,supp_mean,0.0002607485388815137,0.0002725937104819011
boot10,cv1,gc_mean_pos1,0.00022833711365412345,0.00015741085410672995
boot10,cv1,invariants,0.00022683062594389277,0.00024728638407462247
boot10,cv1,ter_len_mean,0.0002135011373177409,0.00017511438985650751
boot10,cv1,gap_mean_pos1,0.00020384902412827547,0.00031257981811306916
boot10,cv1,gap_mean_pos2,0.00019163750553184992,0.00014708140911011693
boot10,cv1,gc_var_pos1,0.00018032394653704764,0.00014375526406581907
boot10,cv1,pi_mean,0.00017206955122543775,0.00021065425947710173
boot10,cv1,gap_mean,0.00016859759797863112,0.0001087032056397271
boot10,cv1,gap_var,0.00016173190666926045,0.00013319508594117438
boot10,cv1,patterns,0.00015642297470372406,0.00018774395712394117
boot10,cv1,pi_std,0.0001495452229856807,0.0001204293987846794
boot10,cv1,total_tree_len,0.00014760501588282447,8.401849007047452e-05
boot10,cv1,gap_var_pos2,0.0001427664373069347,0.00029966268756811444
boot10,cv1,rcv,0.00012242861001695595,0.000276629300887582
boot10,cv1,nogap_prop,0.00010265341367508535,0.00029041578650427786
boot10,cv1,entropy,9.480198250560776e-05,0.00014143729684211535
boot10,cv1,gc_mean_pos2,9.060561496619005e-05,0.00011335614311135445
boot10,cv1,saturation,6.222512096212482e-05,0.00011658993740478615
boot10,cv1,coeffVar_len,5.77749827381642e-05,0.000313772721188809
boot10,cv1,treeness,5.537476032565616e-05,0.00033475531970984134
boot10,cv1,gap_var_pos1,4.926597882567343e-05,9.727681600044637e-05
boot10,cv1,gc_var,2.881581452580065e-05,0.00030865743979151234
boot10,cv1,inter_len_mean,2.1164696934986018e-06,0.00015286209823909004
boot10,cv1,gc_var_pos3,-2.2750010537125887e-05,0.000459237008173378
boot10,cv1,gap_var_pos3,-2.7337494223058646e-05,9.218867714137134e-05
boot10,cv1,nheaders,-3.896555110582595e-05,0.00017748520887204787
boot10,cv1,gc_mean,-4.502172277815686e-05,0.00015703647313400153
boot10,cv1,seq_len_nogap,-6.042102055791393e-05,0.0001336662666961216
boot10,cv1,pis,-6.441264575758151e-05,0.00018662699333793655
boot10,cv1,ter_len_var,-6.99924237546952e-05,0.00010027737242689149
boot10,cv1,gc_var_pos2,-9.876414749999437e-05,0.00035438876480263075
boot10,cv1,singletons,-0.00012113316635908492,0.00011118423124292007
boot10,cv1,seq_len,-0.00023504812143720035,0.0002445879299255171
boot10,cv2,pi_std,0.0018772519025458839,0.0012155634717545489
boot10,cv2,gc_mean_pos3,0.0017233342157378273,0.0014153394058323
boot10,cv2,vars,0.001719373560636895,0.001466657795031701
boot10,cv2,total_tree_len,0.0016993565319482473,0.0007630723100677072
boot10,cv2,gc_mean_pos1,0.001330468305249608,0.0005184607370127334
boot10,cv2,ter_len_mean,0.0013123380095619672,0.0006558100738083567
boot10,cv2,gc_var,0.0011883343778827725,0.0006042374573688534
boot10,cv2,entropy,0.00114986240516414,0.0006030411639339313
boot10,cv2,patterns,0.0010344480011724331,0.0003256994328506755
boot10,cv2,treeness,0.0009512906163537807,0.0006465025099868758
boot10,cv2,LB_std,0.000937153046015044,0.0006543553602846697
boot10,cv2,gc_mean,0.0009194637703247254,0.001255051431713285
boot10,cv2,inter_len_mean,0.0009161628313816542,0.0005451935396336912
boot10,cv2,seq_len,0.0008011874414577184,0.0003293999381867772
boot10,cv2,gap_mean_pos2,0.0006075487688003565,0.00040639126674519633
boot10,cv2,gap_var_pos2,0.0005844871948693735,0.0002323696582622941
boot10,cv2,pis,0.0005476825380915973,0.00048484587109668727
boot10,cv2,nogap_prop,0.0005445570436588307,0.00034079609350269076
boot10,cv2,gap_mean_pos3,0.0005217380540260989,0.0005147232407702489
boot10,cv2,gc_mean_pos2,0.0005109840268121883,0.0007514272309028216
boot10,cv2,gc_var_pos1,0.0004900703821127833,0.00039106288457336927
boot10,cv2,gc_var_pos2,0.00045436387438047357,0.0006677106682100868
boot10,cv2,treeness_o_rcv,0.0004341392643725385,0.0006752968286438796
boot10,cv2,rcv,0.0004191688855382633,0.000958539244298188
boot10,cv2,coeffVar_len,0.0004144408222265469,0.0005355650584383284
boot10,cv2,invariants,0.00032221090904899956,0.0005435240363536178
boot10,cv2,supp_mean,0.0002089972629815566,0.000437424219278381
boot10,cv2,gc_var_pos3,0.00020042386737975065,0.00026818043688411875
boot10,cv2,nheaders,0.00019726917182330274,0.0007213993960849433
boot10,cv2,gap_var_pos3,0.00019646030849821986,0.0004808925750534198
boot10,cv2,gap_mean,0.00019251971167901297,0.0002007493984177874
boot10,cv2,gap_mean_pos1,0.00017159414554424033,0.0002784682491862644
boot10,cv2,singletons,0.0001483208477173184,0.000161635346454644
boot10,cv2,pi_mean,0.00014643718993930175,0.00021419427027507211
boot10,cv2,saturation,6.785809239712324e-05,0.000655301078992662
boot10,cv2,seq_len_nogap,4.3583755867415695e-05,0.0007167875951277941
boot10,cv2,ter_len_var,-3.1201610033244895e-05,0.0004107239068991332
boot10,cv2,gap_var_pos1,-7.52942739093311e-05,0.00022965711626766856
boot10,cv2,inter_len_var,-0.00011604777853619131,0.0005261263392192249
boot10,cv2,gap_var,-0.0002853373854666473,0.00023255207136493503
boot10,cv3,nheaders,0.0007078066002061442,0.0007781195382669846
boot10,cv3,gc_mean,0.00045551734970505865,0.0006509359127546386
boot10,cv3,pis,0.00031829106551185983,0.0001946254351029405
boot10,cv3,ter_len_var,0.0002657363743524431,0.00016293210434905792
boot10,cv3,gc_var,0.0002617142088408822,0.0002562549461821483
boot10,cv3,gap_mean_pos1,0.00024604825629272187,0.0002917170137918791
boot10,cv3,treeness_o_rcv,0.00013842986161872905,0.000404051704648968
boot10,cv3,gc_mean_pos3,0.00013340219960139525,0.00042414090560691865
boot10,cv3,inter_len_mean,0.00013036908032491856,0.0002696416338440723
boot10,cv3,entropy,0.00012970975149303592,9.481041554882594e-05
boot10,cv3,gap_var_pos2,0.0001222659867668327,0.0003557245054474076
boot10,cv3,singletons,0.00012149157903936308,0.000144867001698371
boot10,cv3,ter_len_mean,0.00010976977348140585,9.426770201364882e-05
boot10,cv3,patterns,0.00010789026184821721,0.000233644964823785
boot10,cv3,gap_mean_pos3,0.00010751278385319834,0.00019092265437186965
boot10,cv3,pi_mean,0.00010648844582422823,0.00018681267915191397
boot10,cv3,LB_std,0.00010380762018515663,0.00042675441200028204
boot10,cv3,total_tree_len,8.320203282170202e-05,0.0002652104714724524
boot10,cv3,gap_var_pos1,8.225655410533953e-05,0.00010068294165276023
boot10,cv3,saturation,7.536913137419692e-05,0.00015547887869571354
boot10,cv3,gc_mean_pos2,7.338272815268069e-05,0.00042489555412960364
boot10,cv3,supp_mean,6.382133039555899e-05,0.0003853881293300687
boot10,cv3,gc_var_pos1,5.450875883245346e-05,0.0005770905796022665
boot10,cv3,coeffVar_len,5.217873416247923e-05,0.0002542879254740293
boot10,cv3,gap_mean_pos2,4.1408859545280784e-05,0.0003730310477928001
boot10,cv3,gc_mean_pos1,1.3660402124851118e-05,0.00017754396898498262
boot10,cv3,seq_len_nogap,5.0045031573550665e-06,0.00010832840907340733
boot10,cv3,gap_var_pos3,3.113428284982067e-06,0.00018582892161832432
boot10,cv3,inter_len_var,-1.2777805357760962e-05,9.011536941539906e-05
boot10,cv3,gc_var_pos3,-2.1275755328932777e-05,0.00011965586657604559
boot10,cv3,rcv,-3.211348241756881e-05,0.00012073624714145676
boot10,cv3,gap_var,-4.152489882547628e-05,0.00014439946962265486
boot10,cv3,pi_std,-4.405149230216218e-05,0.00021056174765696586
boot10,cv3,seq_len,-5.245807856340795e-05,8.140854508887168e-05
boot10,cv3,nogap_prop,-6.21328779246863e-05,0.0001764279858200099
boot10,cv3,gc_var_pos2,-7.762555700914789e-05,0.00014679895088283846
boot10,cv3,treeness,-7.89553813926866e-05,0.00022389734383554887
boot10,cv3,gap_mean,-8.641135201797934e-05,0.0003036771527430973
boot10,cv3,vars,-0.0001019479768028457,0.0001624449310919624
boot10,cv3,invariants,-0.000215971994906472,0.00018926318372877677
boot10,cv4,gc_mean_pos3,0.0021891241502589175,0.0011325585690561582
boot10,cv4,inter_len_mean,0.0010965235604720174,0.0008598940417033371
boot10,cv4,supp_mean,0.0010139739060930405,0.0007733163609802158
boot10,cv4,gc_mean_pos1,0.0009962036622985324,0.0007135413287746705
boot10,cv4,seq_len,0.0006735313735503802,0.0006020185568451508
boot10,cv4,gap_var,0.0006501910354194434,0.0006413020624601842
boot10,cv4,gc_mean,0.0005701599786128808,0.0005571108553682921
boot10,cv4,saturation,0.00047546380491695614,0.00035072326044570596
boot10,cv4,entropy,0.00046661988295149765,0.0003217255946850824
boot10,cv4,treeness,0.000378667258258749,0.0003600429949704193
boot10,cv4,treeness_o_rcv,0.0003438300429325185,0.0005442223909114475
boot10,cv4,gap_var_pos1,0.00033145154543155227,0.000675125575940628
boot10,cv4,rcv,0.0003118740604128686,0.00028511836150905956
boot10,cv4,ter_len_mean,0.00022567571949382208,0.0002760266793904846
boot10,cv4,nheaders,0.00022194952001243148,0.00012493974841422452
boot10,cv4,inter_len_var,0.0002136551893030339,0.00017245131849212165
boot10,cv4,gc_var_pos2,0.00020250867909334642,0.0002950305719987977
boot10,cv4,singletons,0.0001943825828106553,0.0002051584912868426
boot10,cv4,gap_var_pos2,0.0001867689759663209,0.000389941274636583
boot10,cv4,gap_mean_pos3,0.00017123725022342995,0.00018504082010162542
boot10,cv4,gc_mean_pos2,0.00014388370969750097,0.0005197730249123468
boot10,cv4,gc_var_pos3,0.00013681079143075745,0.0006592005332674521
boot10,cv4,pis,0.00011313927292424808,0.00025369435099313213
boot10,cv4,gap_mean_pos1,0.00011204234870969915,0.00019035192245584072
boot10,cv4,LB_std,0.0001054037984594651,0.0005830453014427113
boot10,cv4,gap_mean,0.00010460284060005195,0.00021386358724023605
boot10,cv4,pi_mean,4.3468251174286906e-05,0.0003045057477325197
boot10,cv4,nogap_prop,2.9667253335642492e-05,0.00024564452781705633
boot10,cv4,patterns,2.3993174291789682e-05,0.00014147541802352536
boot10,cv4,total_tree_len,2.1904618971634038e-05,0.00023097438406520895
boot10,cv4,vars,2.013553576299329e-05,0.0005106838687570297
boot10,cv4,gap_mean_pos2,9.889827498189564e-06,0.0001971777326178026
boot10,cv4,ter_len_var,-3.1457701819147254e-06,1.2514416763911587e-05
boot10,cv4,invariants,-7.901298450988304e-05,0.00033729786770429396
boot10,cv4,coeffVar_len,-0.00010563777274500322,0.0001223321961540393
boot10,cv4,seq_len_nogap,-0.00015765315728115043,0.00019695879599280366
boot10,cv4,pi_std,-0.0001750573583381833,0.00018237892487402464
boot10,cv4,gc_var,-0.0002194804996968261,0.0006269638326574308
boot10,cv4,gap_var_pos3,-0.0002484157411752917,0.00024952294476176206
boot10,cv4,gc_var_pos1,-0.00026357715590284074,0.00031399983748629453
boot11,cv1,gc_mean_pos3,0.0017780918405782286,0.0006768018127619325
boot11,cv1,treeness_o_rcv,0.0009868651551007345,0.0006154197269994338
boot11,cv1,gap_mean,0.0007157840582427852,0.0003816025151518314
boot11,cv1,ter_len_mean,0.0005910440805568026,0.0004770018065544983
boot11,cv1,invariants,0.0005499469348191755,0.0002807447450075622
boot11,cv1,gc_mean_pos2,0.0005255432683512698,0.000573434660762152
boot11,cv1,gap_mean_pos1,0.0005176140844965468,0.0004406284812861856
boot11,cv1,vars,0.0005025998822821794,0.00030058124092803475
boot11,cv1,pi_std,0.0004923717663322076,0.00017807284812301104
boot11,cv1,entropy,0.00044816952038877173,0.00018530069755862957
boot11,cv1,gc_mean,0.0004393532067680711,0.0002333767494045026
boot11,cv1,pis,0.0003267809750069442,0.00028178123688911297
boot11,cv1,gc_var_pos3,0.0003079972064542437,0.00044835923623341543
boot11,cv1,rcv,0.00029960941973048897,0.00012631391672944626
boot11,cv1,gc_mean_pos1,0.0002730962815933091,0.0002845485838247885
boot11,cv1,nheaders,0.0002653976742878411,0.00015558180512205714
boot11,cv1,inter_len_mean,0.0002554893273275033,0.0001636992225333594
boot11,cv1,seq_len,0.00024713722547166253,0.0002119210103408843
boot11,cv1,coeffVar_len,0.00023478149798036751,0.0002927215764797368
boot11,cv1,gap_var_pos2,0.00021842516949994672,0.0002020812999774244
boot11,cv1,gc_var,0.00021524973165929634,0.00017784248961074875
boot11,cv1,pi_mean,0.0002023423850731168,9.003993437155217e-05
boot11,cv1,gc_var_pos1,0.0001728413925800705,0.00023744112530967466
boot11,cv1,LB_std,0.00016894090993613013,0.00028412621830382667
boot11,cv1,gap_mean_pos3,0.00016704433972812265,0.00017547135476771498
boot11,cv1,patterns,0.00015917878835984653,0.00037662995158837875
boot11,cv1,gc_var_pos2,0.0001443078964135089,0.00018108560395096356
boot11,cv1,saturation,0.00012072857784653584,0.00010306054755307078
boot11,cv1,seq_len_nogap,0.00012063315484041964,0.0002976665079631134
boot11,cv1,total_tree_len,9.762074624730472e-05,0.0003929383125501506
boot11,cv1,gap_mean_pos2,9.192058405355862e-05,0.00031770942750957256
boot11,cv1,nogap_prop,9.086641131378373e-05,0.00013691837802193966
boot11,cv1,gap_var_pos1,8.486380751009617e-05,0.0003361989995153753
boot11,cv1,supp_mean,2.1500002509731996e-05,0.00017095625299838957
boot11,cv1,inter_len_var,1.3723510480256745e-05,0.00028158210488769277
boot11,cv1,treeness,-4.466632896188635e-05,0.00021067876463194154
boot11,cv1,ter_len_var,-6.747024728242318e-05,0.00041133513080764724
boot11,cv1,gap_var_pos3,-8.608122133765065e-05,0.00047050317288617623
boot11,cv1,singletons,-0.00019986846548959437,0.0003110665140731458
boot11,cv1,gap_var,-0.00023910523650589336,0.00021480652988799465
boot11,cv2,gc_mean_pos3,0.002439427286383213,0.0014105888348709566
boot11,cv2,inter_len_mean,0.0009754914884790626,0.0008696851439379463
boot11,cv2,LB_std,0.0009214967385973587,0.0005516901933052835
boot11,cv2,gc_var,0.0008719441321431703,0.0006687422133910285
boot11,cv2,rcv,0.0008277912952416901,0.0009139576588733418
boot11,cv2,treeness,0.0007611105280378291,0.0007322622804000684
boot11,cv2,gc_var_pos1,0.0007584448944250471,0.00076667301615141
boot11,cv2,patterns,0.0006608157754478717,0.0003907251714213503
boot11,cv2,singletons,0.0005431092987387072,0.0010099222979039206
boot11,cv2,seq_len,0.0005374276594530472,0.00045031811630334386
boot11,cv2,pi_mean,0.0005089639375140208,0.00035507555220358955
boot11,cv2,vars,0.00039933211901543544,0.0007382302167121919
boot11,cv2,entropy,0.00026844108620614147,0.0003234287069940512
boot11,cv2,gap_mean_pos3,0.00021816669721981332,0.00016767071585232642
boot11,cv2,total_tree_len,0.00021583897454951665,0.0003026149877959296
boot11,cv2,gap_var_pos2,0.00019995785982657624,0.0006418684917864816
boot11,cv2,gap_var_pos3,0.00019492097343646556,0.0005402994306588222
boot11,cv2,ter_len_mean,0.00016041999221096546,0.0004178493268340672
boot11,cv2,gc_mean,0.00014227313524938585,0.00022591497965185258
boot11,cv2,gc_var_pos3,0.00011862075041162559,0.000419598737652924
boot11,cv2,gc_var_pos2,0.0001053568360530023,0.00028928400288256425
boot11,cv2,supp_mean,9.141012423959801e-05,0.00015367405173815905
boot11,cv2,pis,8.278079252008366e-05,0.000213763236130708
boot11,cv2,inter_len_var,7.059132548188671e-05,0.00022159064057007596
boot11,cv2,treeness_o_rcv,6.723373861482223e-05,0.00024496531517128
boot11,cv2,gap_var_pos1,5.3079283979414194e-05,0.00016491215439863434
boot11,cv2,coeffVar_len,2.537093038461391e-05,0.0001158291099528996
boot11,cv2,saturation,1.640370147728734e-05,0.00017767954734691256
boot11,cv2,nheaders,1.632403742561378e-05,0.0008070919657105566
boot11,cv2,ter_len_var,-5.350878298546052e-06,5.264759847925276e-05
boot11,cv2,gap_mean,-1.9418512408856946e-05,0.00048552722659645777
boot11,cv2,gap_var,-4.424023873469671e-05,0.00027487945885428157
boot11,cv2,pi_std,-4.818882994011731e-05,0.0001327812460298722
boot11,cv2,gap_mean_pos1,-6.655343501272545e-05,0.00015135858465571407
boot11,cv2,gap_mean_pos2,-7.168740804479087e-05,0.0002913594126676962
