9.717742353677749634e-02,8.680703043937683105e-01
9.197922796010971069e-02,8.715395927429199219e-01
1.005198881030082703e-01,8.617869019508361816e-01
9.478764235973358154e-02,8.705160617828369141e-01
9.546170383691787720e-02,8.694744110107421875e-01
9.907536208629608154e-02,8.657807111740112305e-01
9.314075857400894165e-02,8.707616329193115234e-01
9.590243548154830933e-02,8.675852417945861816e-01
9.337560832500457764e-02,8.716915845870971680e-01
9.503073990345001221e-02,8.705888986587524414e-01
9.017998725175857544e-02,8.744200468063354492e-01
1.009284108877182007e-01,8.626576662063598633e-01
9.055925905704498291e-02,8.763939142227172852e-01
9.845402836799621582e-02,8.649454712867736816e-01
9.113734960556030273e-02,8.731033802032470703e-01
1.003815606236457825e-01,8.627348542213439941e-01
