9.463941305875778198e-02,8.699054718017578125e-01
9.431129693984985352e-02,8.701938390731811523e-01
9.365862607955932617e-02,8.718640804290771484e-01
9.131625294685363770e-02,8.745574951171875000e-01
9.967073798179626465e-02,8.635928034782409668e-01
8.471663296222686768e-02,8.836974501609802246e-01
1.011902689933776855e-01,8.613801598548889160e-01
9.193920344114303589e-02,8.745181560516357422e-01
9.762467443943023682e-02,8.661682605743408203e-01
9.420247375965118408e-02,8.717066049575805664e-01
8.937803655862808228e-02,8.764906525611877441e-01
9.777490049600601196e-02,8.656708598136901855e-01
9.096860885620117188e-02,8.744128346443176270e-01
8.495898544788360596e-02,8.814444541931152344e-01
1.025183349847793579e-01,8.607049584388732910e-01
9.511820971965789795e-02,8.712729811668395996e-01
8.886540681123733521e-02,8.753740787506103516e-01
9.694176167249679565e-02,8.676226735115051270e-01
9.374398738145828247e-02,8.714718222618103027e-01
9.441927075386047363e-02,8.719099760055541992e-01
