9.233319628114605715e-02,8.747992228580649954e-01
9.414399378514178018e-02,8.709003091018727716e-01
1.035895484430936625e-01,8.598791177934821395e-01
9.754347989586778511e-02,8.665892854284830138e-01
9.397469468599675690e-02,8.723101793215993771e-01
8.768210068733899021e-02,8.797081560981850901e-01
1.049527377693636881e-01,8.576988876327561462e-01
9.738121712931073481e-02,8.688235727045576784e-01
9.869602238419740436e-02,8.661831906651602520e-01
8.973089153246974203e-02,8.765897416430379341e-01
9.918208348175637512e-02,8.629008931970328922e-01
9.974340065088165008e-02,8.652260634816502094e-01
1.014601165911551417e-01,8.622407442624218099e-01
9.662309508584952800e-02,8.697664514184297868e-01
9.719400049026576116e-02,8.675033501326735452e-01
9.263713914640830938e-02,8.717874200095642179e-01
8.934733317381107764e-02,8.782756435810807893e-01
1.008675242481256590e-01,8.638291393755020975e-01
9.435726891654667992e-02,8.703077501640745783e-01
9.813321687011856975e-02,8.682971365034228839e-01
