6.587065082657612980e-02,9.027125809766590736e-01
6.223705378163242596e-02,9.085602672305141958e-01
6.805554717255606068e-02,9.004582595545143064e-01
7.079028289481849312e-02,8.965543713817144544e-01
6.663027079177472056e-02,9.017236446288442453e-01
6.504737616521327759e-02,9.042942429036746610e-01
7.136347100111807562e-02,8.973605432183101582e-01
6.398496168214311275e-02,9.050185904340949383e-01
6.588207102238194390e-02,9.027570829256988949e-01
6.508899804178669424e-02,9.040359548556553548e-01
6.306305018441668575e-02,9.073852543371169199e-01
7.204565675959637150e-02,8.953517932509668098e-01
6.459287371169729342e-02,9.043523269981263990e-01
6.587148265579072237e-02,9.033156268493559571e-01
6.359273327512034168e-02,9.066638961857210743e-01
7.238385707117463153e-02,8.950798721845526495e-01
6.609410125048767459e-02,9.029281309206106387e-01
6.419882707977776770e-02,9.052352485486155897e-01
7.063837948915160925e-02,8.978448653537661750e-01
6.543700564252111218e-02,9.034827662812219273e-01
