7.418135553598403931e-02,8.932184576988220215e-01
6.298071891069412231e-02,9.057189822196960449e-01
6.304428726434707642e-02,9.073438048362731934e-01
6.582733243703842163e-02,9.037581086158752441e-01
7.063173502683639526e-02,8.961739540100097656e-01
6.993490457534790039e-02,8.981729149818420410e-01
5.716844275593757629e-02,9.142485260963439941e-01
6.913366168737411499e-02,9.000225663185119629e-01
6.972678750753402710e-02,8.974327445030212402e-01
6.648247689008712769e-02,9.038191437721252441e-01
7.049623876810073853e-02,8.965842127799987793e-01
5.916102975606918335e-02,9.130910634994506836e-01
6.584943085908889771e-02,9.042723774909973145e-01
6.503361463546752930e-02,9.047843217849731445e-01
6.643677502870559692e-02,9.026433229446411133e-01
6.793265789747238159e-02,9.001740813255310059e-01
8.012332767248153687e-02,8.856312632560729980e-01
6.696167588233947754e-02,9.008581042289733887e-01
5.814492702484130859e-02,9.128451347351074219e-01
6.034274771809577942e-02,9.113509654998779297e-01
