6.864280839034780923e-02,8.987254568406397581e-01
6.913931116786492526e-02,8.980098306935552221e-01
7.005512718953274542e-02,8.972790985168328515e-01
6.728304966506738760e-02,8.989801909251595724e-01
6.842133960489420186e-02,8.992314363457772908e-01
6.471111480723677756e-02,9.039936286516535580e-01
7.201039738561428039e-02,8.945563863085660428e-01
6.944361043016247792e-02,8.962145021266890721e-01
7.080688505607558858e-02,8.956804175030548265e-01
7.621681084084523661e-02,8.875809565764515296e-01
6.149344507966849477e-02,9.082426370396958770e-01
6.599577858424833521e-02,9.024540552382852576e-01
6.636790180806044492e-02,9.011000936514020898e-01
7.046460736564930105e-02,8.956782840222201614e-01
6.725268615521284854e-02,9.006594113826333903e-01
6.961447168063547575e-02,8.979806821356436375e-01
6.518718891209383803e-02,9.024958033246671674e-01
7.111974168191356749e-02,8.954387126598597479e-01
6.679572411104509055e-02,9.022711652678119254e-01
7.089214555493833503e-02,8.946720987256938651e-01
