1.056400863524209338e-01,8.532830954139120072e-01
9.504748325140398302e-02,8.688175844726315766e-01
9.680700565926445011e-02,8.669129884043184076e-01
9.238946602951882137e-02,8.729559406815773359e-01
8.812823161614129208e-02,8.761218082260922024e-01
9.768078491348335113e-02,8.638319650296824026e-01
1.016801141333410069e-01,8.615830620415512175e-01
9.611086725760425997e-02,8.686491163976570729e-01
9.959997255388085280e-02,8.627205587158939259e-01
9.616186244188783261e-02,8.666483987707861436e-01
9.378337394339758548e-02,8.694255929541663264e-01
9.581967410735788004e-02,8.691102801309366077e-01
9.782006998066659909e-02,8.653685326940542266e-01
9.503721837472513256e-02,8.671917284853656316e-01
9.807352743444486265e-02,8.642163962110128717e-01
9.387287458183454780e-02,8.719143407702456550e-01
8.738732042525884647e-02,8.773818708705956038e-01
1.058380729895931904e-01,8.545906506477747300e-01
9.991902189228744902e-02,8.637738043348555106e-01
9.757925631343090933e-02,8.644343728062685583e-01
