6.554731521418480367e-02,9.017258127213642060e-01
7.483882573099054358e-02,8.900051576157241850e-01
6.825508096770374622e-02,8.984370455075788575e-01
6.484429846237929618e-02,9.047643071711062301e-01
6.655938470716905864e-02,9.001963732595368306e-01
6.281316298416778077e-02,9.054798745099956747e-01
7.406887980666075622e-02,8.915248054158477764e-01
7.458675477732128190e-02,8.905471427689907182e-01
6.619374961349448749e-02,8.997851778675846068e-01
7.154946373760733003e-02,8.940913326474755340e-01
7.119429395622020595e-02,8.942765121769060688e-01
6.867945040667670920e-02,8.994857716977151529e-01
7.058008827219496018e-02,8.955255217310080784e-01
6.763342832507929225e-02,9.002772920719719352e-01
6.712791360744073399e-02,8.981666283662106398e-01
7.386211494281838541e-02,8.913712376109839131e-01
7.088444657498482737e-02,8.949354633150917726e-01
6.948458167294532806e-02,8.958903239690406695e-01
6.934936096137657435e-02,8.970393038846563583e-01
8.003194400105384521e-02,8.813801484087400162e-01
